rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,timestamp_year
2,JUST the CD,"For this price, I thought it was the book, as well as the CD. Please put CD in the product title.",[],B0002NYPS8,B0002NYPS8,AGDT4TJZ6R7MFGVALF3ZID7MPWRA,1373058974000,0,TRUE,2013
2,Wrong album,"[[ASIN:B00EZFRLZS Btob - Thriller (3rd Mini Album) Cd+poster in Tube]]I placed an order for this album 3 weeks ago and it came a 1 week earlier than planned, which was fine. But, they gave me the wrong album, BTS's mini album, I'm not mad because I'm also a fan of BTS but please don't do this again with other buyers.",[],B00EZFRLZS,B00EZFRLZS,AGMIPXKU53PRMWRHHOW3Z7PU5RMQ,1380152244000,0,TRUE,2013
2,Don't waste your money....,First of all this cd arrived in a broken CD case.  It's not clear when to start the CD from what point on the road.  It's very difficult to find your place on the CD once you've started your trip.  The CD itself is very &#34;cheesy&#34;.  Mostly a lot of music playing and not so much explanation.  Just google &#34;Road to Hana&#34; and write down the suggested stops and the mile marker closest to what you want to stop and see.  Plan an entire day for the Road to Hana.  We spent 5 1/2 hours (had to get back for a luau at a certain time) and were only able to make it half way to Hana.  The trip itself is magnificent.....Don't miss it !!!!!! Just don't waste your money on this CD.,[],B000VO363I,B000VO363I,AHXTYU6SOROPLPUQK6HK25ZIPU2Q,1375576585000,1,TRUE,2013
2,one republic secrets CD,"CD took almost a month to receive and although it was a used item the package came broken. Not a little broken but, when I weren't to take out out of the packaging out was falling apart literally.  Good thing it was just the outside case. I have to say this time I was disappointed in the purchase.",[],B002S3BIN0,B002S3BIN0,AERZG5PDOEJPY7RSPCKIKNFR72KA,1389519388000,0,TRUE,2014
2,... Disc with Rap and hip hop songs and other crap! But I am very happy with Disc 2 ...,Disc 1 Song title did not match play list Someone  rerecorded the First Disc with Rap and hip hop songs and other crap! But I am very happy with Disc 2 Been debateung what to do about,[],B0007NLW16,B0007NLW16,AFVA5WTM2DYIBHYKBVLM5UQWUWXQ,1412866422000,0,TRUE,2014
2,Weird Sounding.,Beatles tunes do not do well with bluegrass treatment. Nice tunes really sound weird.<br />Not to my taste.,[],B00BH416Y2,B00BH416Y2,AFPY4VJWYWTPIST7XSF53C7H3WFA,1419990558000,0,TRUE,2014
2,"Great tunes, Bad scratches",Only thing I didn't like was that both CD's were scratched so badly I had to take them to be buffed out in a CD shop.  Cost me an extra $4 a CD.  Wouldn't buy from this company again,[],B000002R97,B000002R97,AF32QNOJOWI3YXEH4I6Y3V44332A,1390487845000,0,TRUE,2014
2,Two Stars,i dont like it,[],B000IZARYG,B000IZARYG,AHH2CH46NJ2IFE2AG44NIOWJZEWQ,1404425584000,0,TRUE,2014
2,Hmmm,I bought the LP and the needle gets hung up on 3 songs and then I have to apply a little pressure to the arm which makes it advance to the next groove. This is the first vinyl album I've had to remedy in this way.,[],B00K6Q7G6Y,B00K6Q7G6Y,AEECGK5OPNHSCEAMVY4CF6XSKLCA,1418551561000,0,TRUE,2014
2,Two Stars,"My wife likes it, I don't.",[],5559166928,5559166928,AHEYT5C3QMPAZG7QIHS6FHLPUQZA,1412766423000,0,TRUE,2014
2,Earlier Juanello,I did not like this CD as much as the other two I have. This is when he was younger and some of the songs are not sung the way I have them on my other CDs. I would not have bought if I had heard it first.,[],B00384KZ50,B00384KZ50,AFHCMP7P6ZLNPEWOF3ERU4QP4PEQ,1400090273000,0,TRUE,2014
2,not treated well,Vinyl sleeve came bent and wrinkled. That's really stupid.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51yhv6l5LQL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51yhv6l5LQL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51yhv6l5LQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00MQ8MU3O,B00MQ8MU3O,AGJCML2HJTIGFKABTTLVZW5D6EDQ,1419962767000,8,TRUE,2014
2,LISTEN WHILE WATCHING (NOT W/O THE MOVIE),"This music works very, very well for the movie soundtrack, but as stand-alone music it's quite grating and jarring, not so fun to listen to.  Sorry, James Horner, it shouldn't have been sold apart from the movie.",[],B00G9JAVMI,B00G9JAVMI,AHIBGOLCVIEDTCCBVB7YCYK2QSLA,1409758581000,0,TRUE,2014
2,Disappointing follow-up . . .,"I really enjoyed Seraiah's first outing, ""Carnival World.""  Some people knocked it for being a clone of Motley Crue's later work, which maybe it is.  Nevertheless, I love Jesus . . . and, I like the Crue's musical style (albeit, nothing else about the band impresses me) . . . so, I wasn't too disappointed by the CD.  It's not my favorite in the world, but it does get a listen more times than not.<br /><br />I can't say the same about this CD, ""Seraiah.""  It's a disappointment.  Whereas their previous work was clearly Glam/Slick Metal a la Crue (and, perhaps, Slaughter?), this seems to me to be a shift in a more ""Hard Rock"" direction.  I ***HATE*** it when supposedly Metal bands go in the bluesy, crooner direction.  But, then: Maybe, playing Heavy Metal for Christ was never in Seraiah's plan, anyways; maybe, they were just a Motley Crue clone following the trends in order to get a record deal.  Unfortunately, there is nothing of distinction on this disk: The choruses are weak -- although, that could have been a production problem; the ballad at the end of the disk is saccharine and unmemorable.  There's nothing on this disk that would make one want to bang his head or turn up the radio.  Nothing.<br /><br />I'll keep ""Carnival World"" as a memory of what was and could have been.  But, I will be donating ""Seraiah"" to the local library.",[],B00000E8HV,B00000E8HV,AHANQWUZFSYDLGSRKJYY2H7BNS5A,1394593207000,2,TRUE,2014
2,Claims to be a 2 disc set but only received ...,Claims to be a 2 disc set but only received disc 1. If this hadn't have been such a low price I'd be more upset,[],B00H13I5JW,B00H13I5JW,AHUCVV6QGIAPWV6MFA4WBT3A77IA,1411713868000,2,TRUE,2014
2,Rip off,"The reason this has no picture is that it is a promotional CD from Levi - it was originally given away free. Not happy with it, and the jewel case for the CD arrived cracked and broken.",[],B00386C6BY,B00386C6BY,AHF4G66FR3DFXFJEC4GKUTTDSSTQ,1417138948000,0,TRUE,2014
2,Tales of the Frightened,A mixed review for this CD.  I purchased it because I was interested in listening to Boris Karloff read some horror stories.  He does do this but the stories are no more than 1 or 2 minutes in length.  None of the stories are particularly good unfortunately.  The only selling point for this CD is that the listener gets to hear Boris Karloff who provides excellent narration for some rather poorly written material.,[],B009RAP270,B009RAP270,AHP47KGAY6WC2YWWOJYIUB34NBDQ,1400987972000,2,TRUE,2014
2,????,I thought I was paying this one for robin sign  but it is not the same it look like jack bruce  I got jack  it say that I was getting robin trower  beware it might be fake or it is really real don't know don't care,[],B000JTHJZ6,B000JTHJZ6,AHX5CB7SQQX5QHJEQBHEKVAXLT5Q,1400683267000,3,TRUE,2014
2,????,I thought I was paying this one for robin sign  but it is not the same it look like jack bruce  I got jack  it say that I was getting robin trower  beware it might be fake or it is really real don't know don't care,[],B000JTHJZ6,B000JTHJZ6,AHX5CB7SQQX5QHJEQBHEKVAXLT5Q,1400683267000,3,TRUE,2014
2,Unimpressive material. Skip it.,"We love Paula, saw her perform three months ago. This tape does not make her sound like a memorable comic at all, and the others are disappointing too.",[],6301145534,6301145534,AEWJOXYZHV62V5DTVPAPKUILJ4DA,1395116404000,1,TRUE,2014
2,this is the EP not actual church clothes cd,I thought I was buying the LP with the song &#34;church clothes&#34; and a long list of songs but this is just the EP so it's 27 minutes,[],B00EOH00N2,B00EOH00N2,AEEERF4REWR3JQNRNQDKK5E4PTSQ,1400273559000,1,TRUE,2014
2,this is the EP not actual church clothes cd,I thought I was buying the LP with the song &#34;church clothes&#34; and a long list of songs but this is just the EP so it's 27 minutes,[],B00EOH00N2,B00EOH00N2,AEEERF4REWR3JQNRNQDKK5E4PTSQ,1400273559000,1,TRUE,2014
2,Two Stars,Had some songs that were not out of eden on the cd,[],B003F3MSF4,B003F3MSF4,AH5JR24BPECXVC25OM3UY4A7PHIA,1413852634000,0,TRUE,2014
2,Two Stars,record was warped not worth sending back.,[],B009MWZRHI,B009MWZRHI,AEEGLAI6VSZGCYMALSPH6KVXNMGQ,1417878746000,0,TRUE,2014
2,Poor Quality Recording,"Very poor quality audience recording. I've heard worse but this sounds like it was recorded with a $5 microphone in the middle of a bunch of screaming drunks. If you're a PF fanatic (like me), buy it for your collection but there are much better PF bootlegs out there.",[],B00ND1F706,B00ND1F706,AH4CSNXWBF7WLFDWSJCTHSFSAG3A,1417479191000,9,TRUE,2014
2,poor sound,I'm going to make it short. You have to be a collector to purchase this CD opera. My opinion is the sound quality is poor and I didn't even play the opera through. I have many &#34;live recording&#34; and this one is not for me.,[],B008CZEU3I,B008CZEU3I,AHPOB36PS6IBZH5WPFPL34CYQHJQ,1401966914000,1,TRUE,2014
2,I am sure that some Japanese population would love this but I had no idea is would be ...,"I am sure that some Japanese population would love this but I had no idea is would be in a different dvd voltage range.  I could not play it without doing some fancy adjustment on my dvd player.  The disk is all in Japanese and it is definitely a pop music dvd for hip music video afficianados.  This is a young and talented group of happy musicians.  I thought it was the video produced by Journey's band.  Wrong.  Same title, different production.",[],B003AIDYO8,B003AIDYO8,AGRI2IEPVRPWOZLYA5EMPX3LIKHQ,1427201545000,0,TRUE,2015
2,Literally noise,"I thought I enjoyed discordant industrial machinery running in the background, but I guess I was wrong.",[],B00PO5B4VU,B00PO5B4VU,AEO2MWFFNAL5GO2ND6CTDZ2XG47Q,1443887677000,0,TRUE,2015
2,Poor quality recordings,"The primary reason for the purchase of this cd was The River is Wide by The Forum. I don't doubt the recording is the original but the sound quality is so poor I can't imagine that the song was ever played on the radio. I have to assume that it is a poor recording straight from an LP record. I had wanted to purchase the cd issue of The Forum album but at a cost of over $20 for a used copy or in excess of $50 for a new copy, I can't justify the risk.<br />While the quality of the majority of the other songs are acceptable, the recoding of Laugh, Laugh by The Beau Brummels was obviously done with a well-worn needle because of the distortion, as well as the popping sounds of a scratched record.<br />This CD has a total of 19 songs, not 18 as described.<br /><br /> 1-Happy Together - The Turtles<br /> 2-Gimme Little Sign - Brenton Wood<br /> 3-Bend Me, Shape Me - American Breed<br /> 4-Love Makes the World Go Round - Deon Jackson<br /> 5-Judy in Disguise - John Fred & His Playboy Band<br /> 6-Tell It Like It Is - Aaron Neville<br /> 7-People Say - The Dixie Cups<br /> 8-The River is Wide - The Forum<br /> 9-Solitaire - The Embers<br />10-Sweet Talkin' Guy = The Chiffons<br />11-I Fought the Law - Bobby Fuller Four<br />12-Glory of Love - The Roomates<br />13-Trouble in Paradise - The Crests<br />14-Surfin' Safari - The Beach Boys<br />15-I'm in the Mood for Love - The Chimes<br />16-Elenore - The Turtles<br />17-My Own True Love - The Duprees<br />18-Laugh Laugh - he Beau Brummels<br />19-Heart and Soul - Jan & Dean",[],B000WTS83A,B000WTS83A,AHD2XHALNNUPN45C4D4JXHPHQYJA,1438279604000,3,TRUE,2015
2,Pops and Clicks some Songs,"Great songs by Santo & Johnny BUT the CD was made from an LP. You can hear the pops and clicks in some of the songs. Unless you have the master tapes, you can't make a decent CD. Other than the clicks and pops it is a 5 star CD.",[],B000QSVYKQ,B000QSVYKQ,AHYSAVWQU4HKDMZJH4SFW5O6VYQA,1422055504000,0,TRUE,2015
2,The CD's music is great! I wanted that original mastering sound ( like ...,"The CD's music is great! I wanted that original mastering sound ( like I First heard it) but the condition was advertised  to be very good (case and insert are) but disc it's self, even though a West German pressing, was not even good! It skips, repeats like an echo and just stops playing on cut #6. Disc terribly scratched, more like junk!",[],B00005UT5M,B00005UT5M,AGREGLCUSAA6OXCU64IT6FZ3IHVA,1434319768000,0,TRUE,2015
2,"cracks should not be in stuff labeled ""very good, or good"" condition",The case has a large crack thru the cover,[],B00FY3POWC,B00FY3POWC,AFTOYEYSFHUAB2OY7TNBACIP3CHA,1442708066000,0,TRUE,2015
2,Two Stars,"Great music. Half the discs were damaged, even though listed as 'very good'.",[],B001FS8DQO,B001FS8DQO,AGGE23HXMPPJS6SZR5JUSTYGZ3VQ,1427386828000,2,TRUE,2015
2,Two Stars,I Cant Find This CD,[],B00005V5G6,B00005V5G6,AH6RXWNDRQBCAVSND2DKRHD643FQ,1444671100000,0,TRUE,2015
2,Two Stars,I thought that most of the songs were just OK.  Did not know any of the songs.,[],B002TL66OW,B002TL66OW,AFKOVHYLC2IMH2ATF2V3WOJMAZ2A,1439141062000,0,TRUE,2015
2,Terrible surprise!!!,"I was in shock when I received the CD, all the songs are very old but I never was advice about that, I think was master recorded,but the sound are terrible,I don't want to sended back because for me is very hard my husband have a cervical fracture C1 he is with a collar around his neck to save his life and to avoid be paralyze from the neck down. Please the next time let know to the customer,<br />I was surprise because never expect that from Amazon. Mirta J. Leon Pego.",[],B000RI344Y,B000RI344Y,AE6HLGAXHP7EAOCP2MTWT762B4QA,1435707542000,0,TRUE,2015
2,Disappointed,You will never get all the songs you like on one cd.,[],B009L5LQ8U,B009L5LQ8U,AHOFNB3IKCSDPIP3GHQNZSIWQBCQ,1450228724000,0,TRUE,2015
2,The song liner notes are great but audio fidelity always comes first,Was not impressed with the overall audio quality. The song liner notes are great but audio fidelity always comes first.,[],B000RZGFFW,B000RZGFFW,AGNLMZ374KPUWZUV6SJMECP2UXXA,1422423431000,0,TRUE,2015
2,Disappointed,Disappointed in that it did not contain the same musical numbers as in the 1970's production,[],B002YUUCE8,B002YUUCE8,AE7CAWSBWTQC34C2QQ4KJGFK6UCQ,1425504214000,0,TRUE,2015
2,Two Stars,I was disappointed that there were not more of his old popular hits.,[],B002Z6NMRA,B002Z6NMRA,AHXYCL6K4IWWSXUOOCCHRCMWIF4A,1423075927000,0,TRUE,2015
2,I know MP3s are not as good; but this Childish CD,"Haven't listened to this CD yet.  I'm a big Childish fan (of his novels, recordings, etc.) BUT I paid nearly $60 from this seller and just found out I could've gotten it cheaper from other sellers; OR simply downloaded an MP3 version.  Yes, I know MP3s are not as good; but this Childish CD,<br />&#34;Made With Passion&#34; is only 1 CD; has about 18 tracks.  I was looking inside the jewel case for, hopefully, a 2nd CD [this CD just says, &#34;Side A&#34;. Was there a Side B I didn't get?).  It also has a very sparse CD &#34;cover&#34; and no info about the songs (E.g. who wrote what?)/<br />For what I paid this seller (my own fault), in hind-sight, I should have simply bought a cheaper CD from another seller, or simply have downloaded the MP3 version of this album.  Besides the cover (shown) I would've had all 18 tracks for $8.99 instead of paying over $60 with shipping.<br />Very disappointed.  Perhaps I will enjoy the &#34;kitchen tapes&#34; when I listen to the material.  But, at the moment, I sure feel like a made a very bad deal.",[],B014I6OG4M,B014I6OG4M,AFEPB4SVMH2DNJHONICOGBNVGFZQ,1447099604000,0,TRUE,2015
2,Two Stars,"The product was in rough shape, still in plastic but corners were smashed",[],B00O3G1IKI,B00O3G1IKI,AF4K3FWX4VWUSY6XKWBCPWLTYPVA,1440985081000,0,TRUE,2015
2,Two Stars,Quite expensive for only one verse.,[],B003J2SVBQ,B003J2SVBQ,AFJTOTPJWQLFFXQYIFIGKKEAYKZQ,1422932774000,0,TRUE,2015
2,Ich fand die kleine Hexe schon als Kind gut. ...,"Ich fand die kleine Hexe schon als Kind gut. Ich hatte allerdings das Gefuehl, dass Heike Makatsch nicht das richtige Hexenabenteuer rueber gebracht hat. Unsere Kids sind dann doch wieder zu meinen alten Hoerspiel-Kassetten ueber gegangen.",[],3898139034,3898139034,AFOUCCP64APEK5A4Q64GDPHIGA5A,1450622027000,0,TRUE,2015
2,Cracked,Cd case was cracked. I hope cd is ok. Was a gift,[],B00KFZKLAY,B00KFZKLAY,AE3JY4RMIDBJEK7JZXYZKEHBUCAQ,1447992032000,0,TRUE,2015
2,Love the album,"The description for this item says the records were colored, but they are just black. Love the album, but was disappointed to find this out.",[],B00CF47E5S,B00CF47E5S,AFJVHADO2R2O5UWGNRBIF4GARSEA,1427054914000,1,TRUE,2015
2,Wanted Bluegrass Gospel,I was expecting bluegrass gospel and this was just gospel.,[],B006VH48N6,B006VH48N6,AECY7Q5MBAA3SKFGRQTHJWMUOX5A,1435095910000,0,TRUE,2015
2,Two Stars,"Not leap, lily and tad singing.",[],B0010L1NC2,B0010L1NC2,AERLRVESRHQ5ORIS6SBT7ZU4TINA,1449281537000,0,TRUE,2015
2,Two Stars,Disappointed !,[],B0002CCH8Y,B0002CCH8Y,AEUFWGEYRI7M7NVOUCVXNF4Y7VLQ,1444850614000,0,TRUE,2015
2,It's always a gamble when you're dealing with a 'soundboard' mix...,"Look, my poor rating doesn't reflect the seller or their other offerings.  I am merely rating/reviewing the sound quality of this particular recording.  Before I decided to purchase this, I did read all the reviews and I recall one reviewer mentioning that the vocals were too &#34;up front.&#34;  Well, it's a little worse than that, in my opinion.  It simply isn't a good mix/recording.  It isn't pleasing to listen to - which is the whole point of good music, right?  The performance was fine - because it's The Outlaws; That isn't in question.  It's a soundboard mix and not one of the better ones.  To contrast/compare, the &#34;Turning Stone Casino&#34; show (offered by the same seller/manufacturer) is of excellent quality....for a soundboard mix.  Get that one, instead.",[],B00CG7Y1NC,B00CG7Y1NC,AGQS2JLQ5PF6PABEYQZYCIPPWRCQ,1450694283000,0,TRUE,2015
2,Two Stars,not what i thought it would be.,[],B001JJ6K1Y,B001JJ6K1Y,AE6W7GZIQKPUZNICRVX4Q56UTCUA,1433448811000,0,TRUE,2015
2,Two Stars,loved the song but didnt read close enough only 2 songs on cd,[],B004J7270G,B004J7270G,AH6G2KPCGLFP2IKM2Z7MYNN5JXOA,1441221519000,0,TRUE,2015
2,Two Stars,Didn't meet my expectations.,[],B0052FP0S0,B0052FP0S0,AGPP4QJUDRLO3OLEXEPJTQ5OVAZQ,1433774299000,0,TRUE,2015
2,"ok, potenial, but fell short.","I was impressed with a lot of solo John Jorgensen performances I found, but this album did not meet my expectations. Keep in mind I am very, very  hard to impress when it comes to music.",[],B00IDIM19Y,B00IDIM19Y,AEA7C4ZFAHBBZ2LMTZGFH3AF7ESA,1439918917000,0,TRUE,2015
2,Ok for 99c,"4 songs, not exactly worth it.",[],B00004ZKSW,B00004ZKSW,AEW4FREH4BUAELTXHB6OTDBCHPGQ,1427674930000,3,TRUE,2015
2,Two Stars,This wasn't what I thought it would be. A lot of the songs I've never heard before.,[],5559166928,5559166928,AF3H3NCZXJOYFYTGVUCWQSKZJE4A,1433298900000,0,TRUE,2015
2,Two Stars,It was not what I expected and thank you for returning my money.,[],B00004U4WK,B00004U4WK,AHDMQR4HC7MGBZSBVEQ4QREGRDJA,1430513695000,0,TRUE,2015
2,Fabulous,Listening to this CD daily.  Most enjoyable.,[],B00QAQUG48,B00QAQUG48,AGYTRVGGUJ2OI5U3KBGGSPVZ5EYQ,1430069404000,0,TRUE,2015
2,Avoid this cd like the plague.,"Beware of this cd.  Half of the songs are originals, half are re-recordings.  The re-recordings are awful compared to the originals.  And, I do mean awful.  I am a completest, and I was looking for the song &#34;The Last One To Touch Me&#34;.  I wished I would have kept on looking.",[],B003FO29KM,B003FO29KM,AFUPVFE3JCVMFKNBQYRGBSDZIZZA,1437479522000,1,TRUE,2015
2,Very Disappointed,"This looked so promising.  It was an entire box set of music by the great Billie Holiday.  I ordered a copy and was disappointed to see that it is actually music by &#34;Billie Holiday and friends.&#34;  In other words, there are entire discs of material here that have absolutely nothing to do with Billie Holiday.  Oh well, it is still great music by some wonderful musicians, right?  Well, sort of...  These are really inferior recordings.  They sound murky and they have noises on them that make me suspect that they were pulled from old films, rather than from proper recording sessions.  If you love Billie Holiday, buy something that more accurately represents her work.  This is just an attempt to bilk her fans with material that would have been better left in storage.",[],B0009YWP64,B0009YWP64,AFMSYMP6VIBCEPGGABJW445J4D5Q,1440959166000,0,TRUE,2015
2,Not for Us,"Misleading ...expected this to help my husband and I get closer.  Didn't work for us!  Also, for the price it was very short.",[],B0007WON1S,B0007WON1S,AFBJ2YT3L3VYMYQAKXZLT4DVE3RA,1446525619000,1,TRUE,2015
2,Not quite up to their past performance levels.,"The seller delivered as promised...fast and efficient.  I've long been a fan of the Chieftons.  However, I just feel the music performances on this cd are sloppy and while a return to their roots, not up to the usual crisp tight performance levels I've heard from them in the past. A bit disappointing.",[],B003O5MNSK,B003O5MNSK,AE7TA2VDNGTYDC2TY2QB6LKVZUQQ,1438458835000,3,TRUE,2015
2,Two Stars,unable to play it on my DVD player.Have to get help to download it on my computer.,[],B007VFLY0M,B007VFLY0M,AFI4GYB4OCTCEXZJGTPXRKWEZJHA,1440296919000,1,TRUE,2015
2,Pretty much for historical and archival purposes only,"Pretty much for historical and archival purposes only.  It is a school production, always popular with collectors, and it is mucho rare!!! But basically it is pretty much an accumualtion of soundbites",[],B002LD3DIA,B002LD3DIA,AGH3XFDVMJONKBW45MICIZ5H7IHA,1440100047000,0,TRUE,2015
2,Pretty much for historical and archival purposes only,"Pretty much for historical and archival purposes only.  It is a school production, always popular with collectors, and it is mucho rare!!! But basically it is pretty much an accumualtion of soundbites",[],B002LD3DIA,B002LD3DIA,AGH3XFDVMJONKBW45MICIZ5H7IHA,1440100047000,0,TRUE,2015
2,Stay away if you like (or love) Jazz,"I'm a huge Aydin Esen fan (starting from way back in the 80s at Berklee, Cafe Bouquet and Ryles) but this album is porqueria (pig stye, at best). Stay away if you like (or love) Jazz; this is a far cry from his better (earlier) efforts.",[],B00005LITA,B00005LITA,AHMUKLY53223VMTESFBGBEBIHZPA,1441244014000,0,TRUE,2015
2,Move along,"Unless you already love this from the anime, this four-track CD of remixes is repetitive and not very good.",[],B00EFB6XBA,B00EFB6XBA,AEO2MWFFNAL5GO2ND6CTDZ2XG47Q,1461837784000,0,TRUE,2016
2,Cute but cheap looking for price,Cute but overpriced and looks cheap,[],B00TYMKH1W,B00TYMKH1W,AGP7XJBPBIWQBQHF5W3BTCWEP4WQ,1469834862000,0,TRUE,2016
2,Not a great guided meditation cd,"Kyle has a thick accent - couldn't understand a lot of what was being said. If you are looking for a guided meditation cd, I would not recommend this one.",[],1781803838,1781803838,AFLHGSQQPL3C2T5CKAOLVEFZO2YA,1464632401000,0,TRUE,2016
2,Two Stars,The quality is quite poor.,[],B003IBDGC2,B003IBDGC2,AEIIQCEOBGQNOHIGQ3TGON5CLQMA,1474378959000,0,TRUE,2016
2,Very disappointed in this product,Very disappointed in this product.  where is Tom Petty?  It's all Dylan.  I love Dylan but not when he is advertised with Tom.<br />You very much misrepresented this product.,[],B00XZJCNW6,B00XZJCNW6,AGXNLRQSHTWBACDPXYHUMXR2JQUA,1466371338000,2,TRUE,2016
2,useful organic gardening concepts these are not what you are ...,"The biggest problems with these CD’s are;<br />1.) They are cheaply made; half the CD’s would not fit in my changer, the Jewel cases they came in are cheap, half broke trying to open them.<br />2.) These CD’s are recording from what I believe to be is a British TV show, this means there are a lot of references to things you cannot see, and because it is this type of recording, there is only one track, if you need to back, i.e. you stop the CD you go back to the beginning.<br /><br />I gave these CD’s 2 stars because I picked up a couple of things I might be able to use. But in my option if you are looking for in-depth, useful organic gardening concepts these are not what you are looking for.",[],1908571829,1908571829,AE3MDHMTBG66XYVL5DD37SSVDOJA,1474321329000,0,TRUE,2016
2,Once was Enough!,"Since I only paid $0.01 for this cd (plus shipping) I won't feel too badly when I give it to Goodwill.  I'm not going to go into an in depth critique of the music on this disc; however, I will say that some parts of it are very good, but more than half of it is very bad.  I only listened to this cd once and that was enough.",[],B000025X3F,B000025X3F,AHFTKKM6CBLB2CRPDEYE5NXSDJOQ,1482656762000,0,TRUE,2016
2,Not so hot,"This is a very early recording of chants from the monks of Encalcat.  The record is scratchy.  I can remedy that by editing.  However, the recording quality, unfortunately, is not as good as later albums produced at this monastery.  I wish they would put out a new album of chants.  These monks do a beautiful job of rendering Gregorian Chant.  I would buy anything else they released for sale.  A further problem with this album is that one complete side of the record is not done by the monks of Encalcat but by Trappist monks.  No offense, but the Trappists' renderings are just not as good at all.",[],B00APRDASM,B00APRDASM,AHI5GW5Y7W4ZSK7OYTEV4NDG7WSQ,1477589082000,0,TRUE,2016
2,I am confused. Only one of the CD's works ...,I am confused.  Only one of the CD's works on my computer.  Is one only for DVD and no pic?,[],B01C57TB0A,B01C57TB0A,AHSJJRQSEUNK6BIGLGZOXIWMQVBQ,1474243692000,1,TRUE,2016
2,BOOTLEGGED!,This is a poorly made bootlegged record.,[],B00IJHLQNG,B00IJHLQNG,AGD5RZPFKVZ47B4FYNRSTWKI2J3Q,1482555027000,0,TRUE,2016
2,confusion and contrive story.,"the plot starts interesting but gets less and less so. The story line is not clear and contrive. The narrator is the author herself in audio CD which shows the imperfection. Over all, not worth the read/listen",[],075538606X,075538606X,AEVXTZV4LB73IUDH3EW7PIJ56PSA,1453578819000,0,TRUE,2016
2,seems to be false advertising!,I also did not receive the poster. Isn't there a way to rectify the situation? It seems like it's a hit or miss thing which i don't think is right. We are paying for something due to what is being advertised. It seems like it happens more often than not.,[],B01D2CQIH6,B01D2CQIH6,AGXMUAGOTL62FLSKRRRL2GHFXLPA,1471640671000,1,TRUE,2016
2,Quality not too good,Quality was not too good but ok to listen to.,[],B00QX68KUW,B00QX68KUW,AEJNTTN4EFOUR34KHJJ5VWKMF4JA,1480661031000,0,TRUE,2016
2,Disappointing,Disappointing! Lovely music but each segment is too short.,[],B004RZ2HY6,B004RZ2HY6,AEOE4VCYU4Q63ZPUMBAGQ2QOKPRA,1480644187000,0,TRUE,2016
2,Two Stars,not what I thought it would be.,[],B001JJ6K1Y,B001JJ6K1Y,AH6M4627IS2TL5SMUH7FNWK63DIA,1458081245000,0,TRUE,2016
2,"When you think that this was made around ""The Division ...",When you think that this was made around &#34;The Division Bell&#34; it is way too slow and there is no flow to it. I would compare this to the &#34;Final Cut&#34; coming out after &#34;The Wall&#34;.,[],B013H15D1E,B013H15D1E,AHE4R5N7O7PZL3PKME5WP5FVHUPQ,1454765055000,3,TRUE,2016
2,It's ok,Haven't enjoyed this as much as I thought.  The bells and added noises are like clanging to me.  The voices are what make this ancient music so peaceful and worshipful so this one doesn't meet expectation.,[],B000WBFOU8,B000WBFOU8,AGTQLYVZ5GQFLC7S7EZW4PFLRBVA,1476207723000,0,TRUE,2016
2,"The stereo disc seems to be working fine, but the whole point of my purchase was ...","Unfortunately the Audio DVD only worked for a few plays.  The stereo disc seems to be working fine, but the whole point of my purchase was for the Audio DVD.  Excellent arrangements and music none the less.",[],B01D0DEIRY,B01D0DEIRY,AHDAGCDVUSD4WNACZOW2ZTM5GQBQ,1469455018000,0,TRUE,2016
2,... song except wayward son otherwise the sleeve is I'm great shape and wayward son is my favorite on the,The album skips on almost every song except wayward son otherwise the sleeve is I'm great shape and wayward son is my favorite on the album,[],B00455XEJU,B00455XEJU,AEESWU67D5H2EPKM5G6LUYKV7HMA,1464317666000,0,TRUE,2016
2,The good news is that it is in English,The good news is that it is in English.  Too bad it sounds like it was recorded with a 1980's mono cassette recorder in a gym.,[],B014I39I84,B014I39I84,AEAFLQZQLYBR2SRTNHYU25EEU3YQ,1462390008000,0,TRUE,2016
